Sex,Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Academic_Year,Performance_Index
Male,3,80,Yes,9,3,64
Female,2,66,No,4,5,42
Male,3,94,No,9,3,77
Male,1,76,Yes,5,3,52
Female,8,71,Yes,5,5,62
Male,6,99,No,9,2,90
Female,2,84,No,8,5,60
Female,8,58,Yes,9,1,49
Female,6,67,No,8,1,54
Female,7,67,Yes,9,4,61
Female,1,95,Yes,8,1,67
Female,7,49,Yes,6,3,42
Male,3,59,No,7,2,43
Female,8,64,Yes,7,5,58
Female,6,60,No,8,5,50
Male,4,53,No,8,1,34
Female,8,61,No,6,3,51
Female,9,92,No,7,5,89
Female,2,65,Yes,6,1,41
Female,6,83,Yes,5,5,70
Male,5,50,No,9,4,35
Female,5,94,Yes,7,3,79
Male,3,46,No,8,3,26
Female,8,56,Yes,4,4,46
Female,8,57,Yes,5,1,51
Female,5,46,Yes,9,2,30
Male,8,95,Yes,4,3,88
Male,8,59,Yes,6,1,55
Female,3,77,Yes,9,4,60
Male,2,50,No,6,3,26
Female,9,83,Yes,6,3,85
Female,2,97,Yes,8,4,76
Female,9,55,Yes,6,5,53
Female,4,90,No,4,3,70
Female,2,94,Yes,5,5,64
Male,1,66,Yes,8,5,41
Male,4,90,Yes,5,5,73
Male,9,50,No,6,1,47
Female,9,55,Yes,7,2,49
Male,4,62,No,9,4,53
Female,9,99,No,8,2,95
Male,6,98,Yes,6,2,87
Male,1,51,Yes,8,3,26
Female,6,98,No,7,3,89
Male,9,79,No,4,1,73
Male,2,42,Yes,4,2,19
Female,6,41,Yes,9,4,33
Female,2,99,No,4,3,75
Female,4,77,No,7,4,59
Male,8,87,No,5,4,79
Female,7,91,No,7,2,82
Male,9,63,Yes,7,4,58
Male,7,68,No,6,4,61
Female,1,86,Yes,4,2,59
Male,2,85,No,8,5,63
Female,6,73,No,9,3,60
Male,7,59,Yes,5,5,55
Male,3,57,Yes,8,3,38
Female,9,53,Yes,6,5,49
Male,7,57,Yes,6,4,48
Male,6,41,No,5,5,24
Male,6,40,Yes,8,4,27
Male,1,59,Yes,5,5,34
Male,5,73,Yes,5,5,59
Female,3,80,No,4,4,60
Female,7,80,No,8,4,75
Male,3,87,Yes,4,5,67
Female,5,50,No,4,2,36
Female,7,66,No,9,5,60
Male,3,62,Yes,4,2,43
Male,2,77,No,7,4,52
Female,6,83,Yes,6,1,73
Male,8,42,Yes,6,5,36
Female,4,51,Yes,7,5,37
Male,9,69,No,5,1,66
Female,8,70,Yes,8,5,64
Male,7,62,No,8,3,54
Male,7,40,No,8,3,31
Female,3,80,No,4,3,59
Male,6,59,No,8,1,49
Female,5,93,Yes,8,1,80
Male,1,45,Yes,8,5,19
Male,3,50,No,6,2,27
Female,1,74,Yes,7,3,51
Male,4,43,No,9,1,25
Female,3,68,No,5,2,48
Female,4,98,Yes,7,2,82
Female,9,49,No,8,3,47
Female,3,90,Yes,5,2,70
Male,6,68,No,5,1,57
Male,6,77,No,7,3,69
Female,7,40,No,7,5,32
Female,9,79,No,7,1,78
Female,7,47,Yes,9,2,41
Male,1,96,No,7,4,72
Male,8,77,No,9,1,71
Male,5,56,Yes,4,2,44
Male,9,58,No,6,2,57
Female,5,72,No,9,4,57
Female,5,54,No,6,1,41
Female,2,84,No,8,3,62
Female,3,70,No,4,3,48
Female,9,60,No,5,1,59
Male,7,42,Yes,7,2,34
Female,1,41,No,8,3,17
Female,3,74,Yes,5,2,54
Male,2,80,No,6,3,55
Female,1,98,Yes,5,2,73
Male,9,55,Yes,7,2,50
Female,8,95,Yes,7,2,91
Male,5,84,Yes,9,1,73
Female,2,90,No,9,3,70
Female,1,98,No,6,4,74
Female,7,89,No,7,2,86
Male,2,60,Yes,4,3,34
Female,1,51,Yes,8,3,25
Female,2,67,Yes,6,1,47
Male,7,51,Yes,6,3,45
Male,7,72,Yes,5,3,62
Male,6,59,Yes,6,5,49
Female,5,79,Yes,8,3,62
Female,3,88,No,4,4,65
Female,3,60,Yes,5,5,40
Female,9,99,No,8,2,97
Male,4,91,No,9,5,79
Female,9,93,Yes,6,5,93
Female,4,78,Yes,7,4,60
Female,2,80,Yes,9,4,61
Male,4,88,Yes,7,1,73
Female,6,98,No,8,4,89
Female,6,81,Yes,4,3,71
Female,5,75,No,7,4,61
Female,1,61,Yes,8,3,39
Male,3,65,No,5,1,44
Female,5,46,No,6,3,32
Male,6,46,No,4,1,35
Male,1,47,No,4,5,20
Male,9,65,No,5,4,62
Male,3,63,Yes,4,3,42
Female,3,63,Yes,8,4,43
Female,2,79,Yes,4,4,56
Male,8,87,No,4,2,79
Female,3,51,Yes,4,1,30
Female,6,86,No,8,5,73
Female,2,47,No,9,4,25
Male,7,93,Yes,6,1,84
Female,4,48,No,7,3,27
Male,9,42,Yes,9,2,41
Female,9,93,No,4,1,92
Male,7,60,Yes,5,1,53
Male,8,70,No,5,3,63
Male,3,87,Yes,8,4,67
Male,5,86,Yes,6,4,74
Female,2,63,No,4,3,37
Female,7,43,No,8,5,33
Male,8,59,No,7,5,58
Female,9,55,Yes,6,3,55
Female,7,49,Yes,6,4,40
Male,8,82,No,8,2,79
Female,9,65,Yes,9,4,68
Female,6,68,Yes,5,1,57
Male,2,44,No,9,4,20
Female,2,50,Yes,6,3,28
Female,4,68,Yes,5,4,50
Female,9,84,Yes,6,5,80
Female,7,54,No,6,1,44
Female,2,45,Yes,6,2,19
Female,8,87,No,7,3,81
Female,7,54,Yes,5,5,46
Female,9,82,Yes,7,1,83
Male,8,59,Yes,5,1,58
Male,3,73,Yes,7,3,53
Female,1,99,Yes,7,3,73
Male,2,99,No,7,4,79
Female,2,41,Yes,8,5,15
Female,4,83,Yes,7,2,62
Female,6,55,Yes,9,1,46
Male,4,58,Yes,9,3,41
Female,9,73,No,6,3,68
Male,4,88,Yes,4,4,72
Male,6,53,Yes,7,2,43
Female,6,63,Yes,4,2,51
Male,1,67,Yes,4,3,38
Female,8,87,No,6,4,80
Male,3,71,No,4,2,48
Male,6,76,Yes,4,1,63
Male,3,49,Yes,9,3,31
Male,2,88,Yes,4,4,66
Female,5,84,Yes,5,2,69
Male,1,87,Yes,7,4,62
Female,9,48,No,7,3,49
Male,7,63,No,4,1,54
Male,3,75,Yes,6,5,57
Female,4,95,Yes,5,4,77
Female,6,68,Yes,6,5,56
Male,3,99,No,6,2,79
Female,7,68,Yes,4,4,60
Female,6,97,Yes,8,3,88
Male,9,87,No,4,5,83
Female,5,62,No,9,2,43
Female,4,66,Yes,8,2,48
Male,3,70,Yes,5,5,50
Female,1,82,Yes,8,5,61
Female,3,46,Yes,4,3,24
Female,3,88,No,4,2,71
Male,7,93,No,6,5,81
Female,7,84,Yes,4,1,76
Male,1,43,No,9,2,17
Female,3,53,Yes,4,1,30
Female,8,81,No,7,5,78
Male,9,81,Yes,7,4,78
Female,7,49,Yes,6,2,37
Female,7,98,No,8,3,86
Female,8,83,No,8,3,77
Female,6,73,No,7,5,63
Female,3,65,No,9,2,46
Female,1,62,No,5,2,38
Male,7,48,Yes,9,4,41
Male,1,76,Yes,7,2,51
Female,1,47,No,9,1,24
Female,9,92,Yes,5,4,88
Male,7,53,Yes,8,2,50
Female,4,46,Yes,7,1,30
Female,6,46,Yes,4,2,32
Female,1,48,No,5,2,18
Female,7,42,Yes,5,4,29
Female,6,53,Yes,5,2,41
Male,4,56,Yes,8,3,37
Male,7,89,Yes,9,5,85
Male,3,83,No,6,3,67
Male,1,61,Yes,4,2,30
Female,4,85,Yes,7,4,69
Male,3,65,Yes,9,3,43
Male,1,97,No,5,2,72
Male,2,67,No,8,2,47
Female,5,84,Yes,5,5,69
Male,8,53,Yes,9,2,48
Male,1,48,No,7,5,20
Male,4,90,Yes,4,5,73
Female,4,65,No,5,1,49
Female,5,41,Yes,8,5,26
Male,7,50,Yes,8,2,44
Female,8,56,No,6,1,49
Female,6,73,Yes,8,5,61
Male,1,58,Yes,6,5,28
Female,7,78,Yes,4,5,74
Male,3,57,No,7,1,33
Male,6,52,No,6,4,42
Male,8,44,Yes,5,4,39
Male,7,89,Yes,9,2,82
Male,6,62,Yes,5,4,48
Female,9,97,Yes,7,4,95
Female,9,95,No,8,4,92
Female,1,63,No,9,2,36
Male,1,68,No,5,2,37
Female,1,87,Yes,9,5,65
Female,8,86,Yes,6,1,82
Male,7,47,No,7,1,37
Female,3,65,Yes,5,4,45
Female,2,54,Yes,8,3,34
Female,4,96,No,9,3,78
Female,3,40,Yes,8,3,18
Male,7,67,No,9,5,59
Female,8,88,Yes,5,5,82
Male,6,86,Yes,7,1,75
Female,3,85,Yes,4,5,65
Male,6,53,Yes,5,3,40
Male,2,81,Yes,8,2,60
Male,7,73,No,4,2,67
Female,7,98,No,7,4,95
Female,4,70,Yes,8,1,56
Male,8,45,Yes,7,5,35
Female,4,88,No,9,4,73
Female,7,44,No,5,1,37
Female,4,70,Yes,7,5,53
Female,5,76,No,8,3,62
Female,7,54,No,5,1,44
Male,3,54,No,8,1,36
Male,5,91,Yes,8,2,76
Female,3,82,No,4,3,60
Male,5,44,No,6,3,28
Male,3,67,No,7,4,48
Female,7,72,No,7,4,62
Male,1,50,Yes,4,5,19
Female,9,82,No,9,2,80
Female,9,45,No,7,1,46
Female,5,62,No,4,4,47
Female,9,79,Yes,7,3,79
Female,6,41,Yes,7,3,27
Female,5,54,Yes,8,1,43
Male,3,62,No,4,5,43
Male,8,61,No,9,5,56
Male,4,48,No,7,4,27
Male,3,86,Yes,9,3,70
Male,6,79,No,6,3,70
Male,8,69,No,4,2,61
Male,9,55,Yes,4,4,53
Female,6,98,No,4,5,87
Male,5,85,No,8,2,68
Female,2,86,Yes,4,3,61
Female,2,91,Yes,8,1,70
Male,9,69,Yes,6,3,65
Male,2,84,Yes,5,5,61
Male,2,48,Yes,8,5,27
Male,3,40,No,7,4,22
Female,3,98,Yes,4,2,81
Female,4,77,No,5,4,60
Female,7,47,No,8,5,41
Female,9,98,Yes,9,5,98
Female,2,98,Yes,9,3,79
Female,4,91,No,7,2,77
Female,9,57,No,5,2,51
Male,2,66,No,6,1,43
Male,1,57,Yes,8,3,27
Male,8,71,No,9,4,69
Female,9,97,Yes,9,3,98
Male,7,88,No,8,3,80
Male,8,71,No,9,3,68
Male,4,92,No,6,1,76
Female,4,87,Yes,9,3,72
Male,2,84,Yes,8,5,64
Female,8,93,No,4,4,87
Female,2,75,No,9,5,53
Male,9,75,No,8,5,71
Female,4,60,Yes,4,5,40
Male,1,85,Yes,9,1,58
Male,4,71,Yes,9,2,55
Male,3,70,Yes,8,1,50
Female,6,76,Yes,7,1,64
Female,7,55,No,7,2,44
Female,8,85,No,5,5,79
Male,2,85,No,7,2,65
Female,6,53,Yes,6,2,37
Female,6,96,No,5,5,85
Female,5,63,Yes,7,1,48
Female,7,64,Yes,4,2,55
Male,3,85,No,8,4,64
Female,4,90,No,7,1,74
Female,9,74,Yes,4,1,67
Male,4,56,Yes,5,1,38
Female,3,85,No,8,3,65
Female,2,81,Yes,7,2,60
Female,5,84,Yes,5,1,72
Male,4,93,Yes,7,1,73
Male,8,43,No,5,1,34
Male,7,50,Yes,7,2,45
Male,6,86,Yes,4,1,75
Male,2,54,Yes,6,2,28
Female,3,69,Yes,4,2,48
Female,9,63,Yes,8,4,64
Female,9,41,Yes,7,1,42
Male,5,82,Yes,6,5,72
Female,3,73,No,6,4,52
Male,2,62,No,8,3,40
Male,8,70,No,8,2,61
Male,6,76,Yes,6,3,66
Male,7,52,No,8,1,43
Male,1,72,No,8,4,49
Male,1,46,Yes,7,3,16
Male,2,71,No,4,4,46
Female,3,46,Yes,9,2,28
Female,1,81,Yes,5,5,57
Male,5,77,Yes,6,4,62
Male,3,91,No,5,5,76
Female,1,83,Yes,6,4,56
Female,8,52,No,6,1,44
Male,6,63,Yes,4,5,49
Male,9,67,Yes,6,3,64
Female,3,71,No,6,4,52
Female,9,82,Yes,4,4,79
Female,9,57,No,8,4,52
Female,1,73,Yes,9,1,52
Female,3,87,Yes,5,4,71
Female,6,73,Yes,6,3,59
Female,8,90,Yes,4,3,90
Female,4,77,Yes,6,1,58
Female,5,40,Yes,4,1,25
Female,9,82,Yes,5,1,78
Male,6,89,Yes,7,3,77
Male,7,81,No,8,2,73
Female,7,70,No,7,5,61
Female,4,89,No,4,4,71
Male,4,99,Yes,6,4,82
Female,4,40,No,8,3,25
Male,5,90,No,5,2,76
Female,5,55,Yes,9,4,39
Male,8,97,No,8,3,91
Male,9,78,Yes,6,3,73
Male,2,54,No,7,3,34
Female,7,72,No,4,4,64
Female,1,62,No,7,5,36
Female,1,92,No,8,5,67
Female,4,80,No,9,5,63
Female,7,73,Yes,6,2,64
Male,2,56,No,4,4,29
Male,2,64,Yes,6,2,41
Male,1,95,No,6,5,70
Female,2,81,Yes,9,1,57
Male,7,45,No,8,5,36
Female,9,70,No,7,2,67
Female,6,44,No,6,4,29
Female,2,79,No,6,3,58
Male,9,79,No,6,5,77
Male,7,69,Yes,4,2,60
Male,1,44,No,6,4,16
Male,9,51,No,6,4,50
Male,2,46,Yes,8,4,25
Female,4,84,No,6,4,68
Male,9,52,No,9,4,52
Female,4,88,No,9,5,72
Female,3,43,No,6,1,21
Female,1,89,No,9,4,63
Male,7,81,Yes,8,5,74
Male,6,42,No,4,1,24
Female,4,51,Yes,9,1,33
Male,6,40,No,9,2,29
Male,6,66,No,7,3,53
Male,4,82,Yes,8,1,68
Female,6,89,No,9,2,75
Male,8,52,No,4,5,41
Male,3,56,Yes,7,2,34
Male,4,47,No,6,3,29
Female,1,71,No,8,2,44
Female,4,59,Yes,9,5,42
Female,9,90,Yes,6,2,90
Male,8,56,No,8,2,52
Male,4,73,No,7,1,55
Male,7,74,No,9,2,63
Female,3,74,Yes,4,2,56
Female,9,77,Yes,8,3,76
Female,4,81,No,4,2,62
Female,2,63,No,6,3,39
Female,5,93,No,6,1,78
Male,2,57,Yes,7,5,35
Female,6,89,Yes,7,4,74
Male,1,85,Yes,5,1,58
Female,6,87,No,5,3,72
Male,4,78,No,7,2,62
Female,3,72,No,9,2,52
Female,2,88,Yes,6,4,65
Female,7,62,No,4,1,50
Female,9,64,Yes,7,1,61
Male,3,76,No,9,4,57
Male,6,66,Yes,4,1,51
Female,9,40,No,5,3,37
Female,2,60,No,4,3,40
Male,7,98,Yes,7,5,91
Female,5,88,No,6,4,77
Female,5,49,Yes,7,4,31
Female,7,70,No,8,1,61
Female,9,83,No,9,3,85
Male,4,64,No,9,3,47
Male,9,59,Yes,9,2,57
Female,9,96,No,8,5,95
Male,4,41,Yes,8,5,23
Male,3,94,No,6,4,74
Female,2,87,No,9,1,67
Male,9,54,Yes,7,3,52
Male,2,67,No,8,4,50
Male,6,52,No,7,5,38
Male,5,89,Yes,5,4,76
Male,5,99,Yes,9,3,88
Male,4,91,No,8,1,73
Male,6,93,Yes,8,2,81
Female,5,53,Yes,6,4,41
Male,4,89,No,7,2,72
Male,9,41,Yes,6,4,39
Female,6,73,Yes,6,4,62
Male,3,74,No,7,1,54
Male,6,76,Yes,5,3,68
Male,1,64,Yes,7,1,40
Male,5,87,No,5,1,72
Female,6,93,No,6,3,83
Female,8,54,Yes,5,4,49
Female,9,51,No,9,2,47
Female,3,48,Yes,5,3,27
Female,2,97,Yes,5,2,76
Male,4,70,Yes,8,4,55
Female,8,53,Yes,8,4,49
Female,8,68,No,6,4,69
Female,3,92,No,7,4,72
Male,4,87,Yes,5,1,66
Male,3,82,No,9,3,62
Female,2,77,Yes,8,4,55
Male,4,81,Yes,7,4,65
Male,6,99,No,9,4,88
Male,5,47,No,5,5,32
Male,3,87,Yes,7,2,66
Male,2,42,No,9,4,20
Female,9,41,Yes,4,4,35
Male,1,55,No,9,1,30
Male,9,58,No,9,1,54
Male,1,69,Yes,5,1,42
Female,7,80,No,7,5,67
Female,6,55,No,5,5,43
Male,7,70,Yes,5,1,60
Female,3,93,Yes,4,2,72
Male,3,97,Yes,9,4,79
Female,1,67,Yes,7,1,41
Female,4,43,Yes,6,3,25
Male,2,49,Yes,8,5,23
Male,8,90,No,5,2,82
Male,3,84,Yes,5,4,67
Female,7,57,Yes,5,3,48
Female,7,86,Yes,5,3,74
Female,9,71,No,8,2,70
Male,6,69,Yes,6,1,60
Female,1,75,Yes,4,1,46
Male,8,48,No,6,5,41
Female,1,75,No,8,4,50
Male,3,68,Yes,7,5,49
Female,5,55,No,4,2,40
Male,8,67,No,4,2,61
Female,9,60,Yes,7,2,56
Male,7,86,Yes,9,3,82
Male,9,95,Yes,5,3,88
Female,3,41,No,8,1,19
Female,5,99,Yes,7,5,89
Male,8,98,No,6,4,92
Female,1,85,Yes,6,3,62
Male,8,74,No,9,4,70
Female,7,93,Yes,7,3,88
Male,1,67,No,8,2,42
Female,6,94,Yes,9,2,89
Female,1,75,Yes,9,4,51
Female,2,70,Yes,9,3,48
Male,5,72,No,4,4,59
Female,2,62,No,4,2,40
Male,1,99,Yes,5,2,71
Male,6,80,No,8,5,71
Female,8,56,Yes,6,4,50
Female,8,85,No,6,4,78
Female,8,88,Yes,5,5,84
Female,6,40,No,6,5,29
Female,3,81,No,9,1,63
Female,1,62,No,5,3,34
Male,2,87,No,5,5,68
Male,5,66,No,7,5,52
Male,5,64,Yes,4,3,51
Male,1,71,No,8,3,46
Male,1,58,No,8,5,32
Female,9,63,No,4,1,61
Female,2,96,No,9,5,74
Male,7,42,Yes,8,5,29
Female,4,99,No,6,3,82
Female,7,51,No,6,1,43
Male,8,74,Yes,8,2,67
Male,5,54,Yes,7,2,38
Female,1,56,No,8,1,30
Male,4,89,Yes,5,1,69
Female,3,71,No,9,5,52
Male,5,46,No,5,2,33
Male,6,58,Yes,4,1,48
Male,2,46,No,9,5,23
Male,7,44,Yes,9,5,41
Female,3,97,Yes,6,5,78
Male,1,79,No,9,2,53
Female,3,60,No,7,4,39
Female,9,87,Yes,8,5,84
Female,6,87,No,5,3,70
Male,6,90,Yes,6,1,83
Male,4,96,Yes,6,4,81
Male,8,86,Yes,7,3,82
Female,5,46,Yes,7,4,33
Male,7,76,No,7,4,64
Male,9,62,No,7,3,59
Female,5,50,No,5,4,36
Female,5,49,No,7,2,36
Female,4,96,No,6,4,81
Female,6,60,No,6,2,47
Female,2,94,Yes,9,5,69
Male,3,98,No,8,4,80
Female,1,80,Yes,6,4,55
Male,2,72,Yes,6,2,54
Male,2,59,Yes,5,4,40
Male,8,72,No,9,3,70
Male,8,79,Yes,6,5,71
Female,2,74,No,4,3,47
Female,6,73,Yes,6,5,62
Female,5,75,No,8,2,59
Male,3,66,No,8,5,48
Male,5,58,No,9,5,47
Male,5,82,No,9,4,72
Male,5,44,No,7,1,32
Female,3,68,Yes,5,4,47
Male,3,95,No,8,3,76
Male,4,49,No,4,2,29
Female,7,95,Yes,4,5,87
Female,2,98,No,7,2,71
Male,4,94,No,5,1,75
Female,4,79,No,5,2,63
Female,1,52,No,9,3,28
Male,8,68,No,6,1,64
Female,1,44,Yes,4,2,16
Male,8,97,No,4,4,89
Male,7,97,Yes,4,4,90
Male,9,98,No,4,3,91
Male,8,51,Yes,8,1,43
Female,5,98,Yes,5,1,84
Female,8,52,Yes,6,5,47
Male,3,61,No,8,5,47
Male,7,79,No,5,4,71
Female,4,54,Yes,7,3,37
Male,5,52,No,4,4,35
Female,9,40,No,6,5,38
Female,7,93,Yes,5,4,85
Female,4,77,No,7,3,58
Female,6,82,Yes,4,1,69
Male,7,84,No,7,4,74
Male,9,92,Yes,7,5,89
Female,4,91,No,8,4,80
Male,3,40,No,7,1,21
Male,8,50,Yes,8,5,45
Female,1,97,Yes,9,2,74
Female,9,82,No,8,2,77
Male,1,79,Yes,7,4,51
Female,2,61,Yes,5,4,38
Male,8,74,Yes,7,4,69
Female,9,99,Yes,7,5,98
Male,7,90,Yes,5,1,85
Female,3,83,No,4,5,62
Female,7,45,Yes,6,4,38
Male,6,67,Yes,9,4,57
Male,2,70,Yes,4,3,41
Male,3,94,Yes,7,2,76
Female,5,47,No,4,5,30
Female,4,44,Yes,6,3,28
Male,2,81,No,4,1,56
Female,4,93,No,6,5,77
Female,8,87,Yes,4,1,85
Female,5,83,Yes,8,4,72
Female,5,56,No,7,3,42
Female,3,77,No,6,3,56
Female,8,48,No,9,2,43
Male,6,49,Yes,7,2,38
Female,2,59,No,8,5,38
Female,2,53,Yes,4,2,30
Female,9,53,No,7,2,52
Male,7,65,No,4,1,55
Female,9,68,Yes,4,4,67
Male,6,88,Yes,7,1,78
Female,5,66,No,6,2,51
Male,1,64,Yes,6,1,39
Female,6,55,Yes,7,5,46
Female,6,75,No,6,1,67
Female,3,73,Yes,5,3,52
Male,3,55,Yes,4,5,36
Male,3,72,No,7,5,54
Female,3,42,No,9,2,25
Female,7,62,Yes,8,4,53
Male,2,50,Yes,7,1,28
Male,2,87,Yes,7,1,64
Male,3,97,No,4,1,77
Female,7,57,No,8,1,46
Male,3,86,Yes,4,5,69
Female,7,80,Yes,9,3,74
Male,9,83,Yes,6,3,85
Male,4,68,No,7,4,49
Male,7,98,No,4,1,89
Male,9,89,Yes,9,2,88
Male,8,44,Yes,9,4,40
Male,8,63,Yes,5,5,58
Male,9,68,Yes,7,1,63
Male,5,68,No,9,3,57
Male,5,99,Yes,6,5,87
Male,3,65,Yes,4,5,40
Male,5,79,No,4,4,67
Male,8,42,Yes,5,2,32
Male,5,41,Yes,6,2,27
Female,4,64,Yes,9,2,47
Male,8,58,Yes,5,2,51
Female,7,79,Yes,9,2,72
Female,6,41,Yes,9,5,31
Female,5,58,No,7,3,42
Male,5,40,Yes,8,2,28
Female,2,66,No,9,5,45
Male,4,93,No,4,4,75
Male,8,84,No,9,4,81
Female,8,94,No,5,3,88
Female,1,91,Yes,9,2,67
Female,2,88,Yes,4,3,62
Male,5,74,Yes,4,3,59
Male,9,80,Yes,5,3,75
Female,7,44,No,4,2,30
Female,5,77,No,6,5,62
Female,1,43,No,6,4,17
Male,6,56,Yes,8,2,47
Female,8,92,No,6,4,87
Female,7,60,Yes,5,5,51
Male,2,92,No,9,1,72
Female,5,87,Yes,6,2,76
Male,4,70,No,8,2,56
Female,9,87,No,7,1,86
Male,1,61,Yes,7,5,37
Male,6,50,No,5,4,35
Male,3,73,No,8,4,54
Female,9,88,Yes,6,1,83
Male,5,54,No,8,2,40
Male,6,89,No,4,4,78
Female,9,49,No,8,5,47
Female,9,77,No,6,1,68
Male,8,71,Yes,5,5,67
Female,9,92,Yes,4,1,92
Female,4,87,No,8,2,67
Female,6,70,Yes,7,4,59
Male,5,76,No,6,5,61
Male,5,83,Yes,5,1,69
Female,4,67,No,9,1,53
Male,2,70,No,6,2,48
Male,6,45,Yes,8,2,32
Female,9,53,No,5,1,47
Male,1,97,No,7,4,71
Male,7,62,No,4,3,48
Female,6,55,No,8,2,43
Female,3,64,Yes,5,5,44
Male,1,78,Yes,4,4,53
Female,4,41,Yes,5,2,24
Male,9,77,Yes,9,4,76
Female,2,80,No,8,5,58
Male,3,78,No,5,1,59
Female,2,73,No,7,2,51
Female,2,90,No,5,5,68
Male,8,79,Yes,8,1,73
Male,3,82,Yes,5,2,60
Female,7,64,Yes,4,1,56
Female,8,75,No,4,2,66
Female,3,55,No,9,1,34
Female,2,96,No,6,4,75
Male,8,57,No,9,2,53
Male,3,52,Yes,6,4,31
Male,7,98,Yes,7,2,88
Female,1,76,Yes,4,4,48
Female,6,66,No,6,2,56
Male,9,73,Yes,5,2,67
Female,3,50,No,7,5,29
Female,7,40,Yes,8,3,30
Female,6,52,Yes,6,5,40
Male,8,69,No,9,4,64
Male,3,44,No,6,4,23
Female,3,57,No,9,3,39
Male,4,53,Yes,9,2,33
Female,3,52,Yes,4,3,33
Male,9,71,Yes,7,5,68
Female,4,46,Yes,9,3,32
Female,6,47,No,4,3,33
Male,8,89,Yes,4,1,83
Male,8,46,No,9,4,41
Female,5,91,Yes,7,1,76
Male,5,88,No,5,4,76
Male,6,55,No,6,5,45
Female,7,82,Yes,4,5,72
Female,7,70,Yes,6,4,60
Male,4,90,No,7,5,75
Male,6,66,Yes,5,4,55
Female,7,99,No,8,4,91
Male,5,72,Yes,5,5,56
Female,5,92,Yes,7,5,77
Male,2,68,Yes,5,4,47
Female,7,47,Yes,8,2,37
Female,6,72,Yes,4,3,61
Male,1,80,No,5,5,58
Male,4,58,Yes,9,4,42
Female,3,60,No,9,4,40
Male,3,80,No,7,3,59
Female,7,60,No,5,1,53
Male,4,64,Yes,8,5,47
Female,8,81,No,7,1,72
Female,9,95,No,5,3,90
Female,3,62,No,7,1,43
Male,5,50,No,9,4,35
Female,4,72,No,8,2,52
Female,6,59,No,4,1,47
Male,4,64,Yes,8,3,50
Male,8,65,No,4,5,57
Female,3,79,No,6,3,58
Male,5,91,Yes,9,3,78
Male,1,51,No,9,5,25
Female,6,71,Yes,9,3,64
Male,5,72,Yes,8,1,61
Female,8,49,No,4,3,42
Male,9,43,No,6,4,39
Male,8,54,Yes,6,5,46
Male,8,90,Yes,6,4,88
Female,3,45,Yes,7,3,26
Female,4,66,Yes,8,3,49
Male,4,44,No,8,1,34
Male,5,44,Yes,9,3,31
Female,9,57,Yes,8,2,52
Male,9,67,Yes,8,5,68
Male,1,74,No,7,3,50
Female,8,98,Yes,8,1,93
Female,1,61,Yes,4,5,32
Female,2,73,No,6,4,48
Female,7,43,No,7,2,36
Female,8,57,Yes,7,2,54
Female,1,80,Yes,9,4,55
Female,3,90,Yes,8,4,74
Female,7,65,No,6,1,53
Male,9,81,No,4,2,76
Female,8,61,Yes,6,1,54
Male,8,86,Yes,5,4,80
Male,9,72,Yes,6,4,68
Female,3,82,No,4,2,63
Male,8,53,Yes,4,1,46
Male,1,70,Yes,4,1,45
Female,8,49,No,7,3,43
Male,7,90,Yes,7,4,83
Male,8,63,No,5,5,56
Female,1,60,No,6,5,29
Female,6,87,Yes,8,3,79
Female,7,47,No,9,2,40
Female,5,71,No,5,4,55
Female,5,70,Yes,8,5,55
Female,7,73,No,8,5,65
Male,3,62,No,5,5,41
Female,6,64,Yes,6,5,53
Male,7,46,Yes,9,4,41
Female,1,58,Yes,8,3,34
Female,2,46,Yes,7,4,23
Female,4,86,Yes,7,3,70
Male,8,47,No,5,4,38
Female,6,53,No,9,2,45
Female,1,40,No,9,3,14
Female,5,52,No,8,1,37
Male,7,42,No,5,1,33
Female,6,92,Yes,9,1,81
Female,9,67,Yes,9,4,68
Male,8,77,Yes,7,3,76
Male,4,90,Yes,5,5,74
Female,5,54,No,8,2,41
Male,7,75,Yes,8,2,70
Male,8,92,Yes,7,2,89
Male,5,42,No,4,4,25
Male,9,43,No,4,1,36
Male,4,44,Yes,9,3,27
Female,4,89,No,6,3,71
Male,8,65,No,7,1,56
Female,1,64,Yes,6,5,41
Female,8,49,No,9,3,41
Male,5,47,Yes,7,2,34
Female,1,51,No,8,3,23
Male,4,93,No,7,5,78
Female,2,97,No,5,5,76
Male,4,98,No,6,1,78
Male,8,42,Yes,7,1,38
Female,5,66,No,6,1,48
Female,1,89,Yes,9,3,65
Female,7,62,Yes,7,1,59
Male,1,79,No,4,2,52
Female,9,97,No,6,2,97
Male,3,72,Yes,8,2,54
Female,3,53,No,8,1,34
Female,6,93,No,7,1,80
Male,6,62,Yes,8,3,54
Female,6,70,No,8,4,63
Female,1,52,Yes,6,1,26
Female,5,96,No,7,4,85
Male,6,51,No,6,5,40
Female,8,74,No,7,2,68
Male,1,57,No,8,2,32
Female,5,60,No,7,4,44
Male,3,84,No,9,4,70
Male,2,86,Yes,7,3,66
Male,8,81,Yes,5,3,76
Female,7,40,No,7,1,29
Male,7,77,No,5,3,70
Female,5,80,Yes,6,3,64
Male,9,81,Yes,5,1,76
Female,5,86,Yes,6,4,72
Female,2,48,No,7,1,24
